RecordID,Country,Demographics Question,Demographics Questions code,Demographics Response,Question,Question-cod,Survey Year,year,Value
197,Senegal,Employment,3,Unemployed,... if she goes out without telling him,5,01/01/2017,2017,10.9
267,Senegal,Employment,3,Employed for cash,... if she neglects the children,4,01/01/2017,2017,13.1
267,Senegal,Employment,3,Employed for kind,... if she neglects the children,4,01/01/2017,2017,25.7
267,Senegal,Employment,3,Unemployed,... if she neglects the children,4,01/01/2017,2017,13.6
337,Senegal,Employment,3,Employed for cash,... if she refuses to have sex with him,6,01/01/2017,2017,8.7
337,Senegal,Employment,3,Employed for kind,... if she refuses to have sex with him,6,01/01/2017,2017,19
337,Senegal,Employment,3,Unemployed,... if she refuses to have sex with him,6,01/01/2017,2017,6
407,Senegal,Marital status,1,Married or living together,... for at least one specific reason,2,01/01/2017,2017,22
407,Senegal,Marital status,1,Never married,... for at least one specific reason,2,01/01/2017,2017,31.3
407,Senegal,Marital status,1,"Widowed, divorced, separated",... for at least one specific reason,2,01/01/2017,2017,24.7
127,Senegal,Marital status,1,Married or living together,... if she argues with him,3,01/01/2017,2017,14.4
127,Senegal,Marital status,1,Never married,... if she argues with him,3,01/01/2017,2017,21.3
127,Senegal,Marital status,1,"Widowed, divorced, separated",... if she argues with him,3,01/01/2017,2017,15.3
57,Senegal,Marital status,1,Married or living together,... if she burns the food,1,01/01/2017,2017,4.7
57,Senegal,Marital status,1,Never married,... if she burns the food,1,01/01/2017,2017,7.5
57,Senegal,Marital status,1,"Widowed, divorced, separated",... if she burns the food,1,01/01/2017,2017,2.6
197,Senegal,Marital status,1,Married or living together,... if she goes out without telling him,5,01/01/2017,2017,11.2
197,Senegal,Marital status,1,Never married,... if she goes out without telling him,5,01/01/2017,2017,15.9
197,Senegal,Marital status,1,"Widowed, divorced, separated",... if she goes out without telling him,5,01/01/2017,2017,10.9
267,Senegal,Marital status,1,Married or living together,... if she neglects the children,4,01/01/2017,2017,13.8
267,Senegal,Marital status,1,Never married,... if she neglects the children,4,01/01/2017,2017,18.9
267,Senegal,Marital status,1,"Widowed, divorced, separated",... if she neglects the children,4,01/01/2017,2017,12.2
337,Senegal,Marital status,1,Married or living together,... if she refuses to have sex with him,6,01/01/2017,2017,9.2
337,Senegal,Marital status,1,Never married,... if she refuses to have sex with him,6,01/01/2017,2017,12.7
337,Senegal,Marital status,1,"Widowed, divorced, separated",... if she refuses to have sex with him,6,01/01/2017,2017,8.7
407,Senegal,Residence,5,Rural,... for at least one specific reason,2,01/01/2017,2017,37.6
407,Senegal,Residence,5,Urban,... for at least one specific reason,2,01/01/2017,2017,19
127,Senegal,Residence,5,Rural,... if she argues with him,3,01/01/2017,2017,25.4
127,Senegal,Residence,5,Urban,... if she argues with him,3,01/01/2017,2017,12.8
57,Senegal,Residence,5,Rural,... if she burns the food,1,01/01/2017,2017,10.3
57,Senegal,Residence,5,Urban,... if she burns the food,1,01/01/2017,2017,2.9
197,Senegal,Residence,5,Rural,... if she goes out without telling him,5,01/01/2017,2017,20.9
197,Senegal,Residence,5,Urban,... if she goes out without telling him,5,01/01/2017,2017,8
267,Senegal,Residence,5,Rural,... if she neglects the children,4,01/01/2017,2017,24.3
267,Senegal,Residence,5,Urban,... if she neglects the children,4,01/01/2017,2017,10.4
337,Senegal,Residence,5,Rural,... if she refuses to have sex with him,6,01/01/2017,2017,17.9
337,Senegal,Residence,5,Urban,... if she refuses to have sex with him,6,01/01/2017,2017,5.5
408,Sierra Leone,Age,4,15-24,... for at least one specific reason,2,01/01/2013,2013,34.4
408,Sierra Leone,Age,4,25-34,... for at least one specific reason,2,01/01/2013,2013,35.9
408,Sierra Leone,Age,4,35-49,... for at least one specific reason,2,01/01/2013,2013,32.6
128,Sierra Leone,Age,4,15-24,... if she argues with him,3,01/01/2013,2013,24.3
128,Sierra Leone,Age,4,25-34,... if she argues with him,3,01/01/2013,2013,26.4
128,Sierra Leone,Age,4,35-49,... if she argues with him,3,01/01/2013,2013,22.5
58,Sierra Leone,Age,4,15-24,... if she burns the food,1,01/01/2013,2013,5.5
58,Sierra Leone,Age,4,25-34,... if she burns the food,1,01/01/2013,2013,5.5
58,Sierra Leone,Age,4,35-49,... if she burns the food,1,01/01/2013,2013,3.6
198,Sierra Leone,Age,4,15-24,... if she goes out without telling him,5,01/01/2013,2013,19.4
198,Sierra Leone,Age,4,25-34,... if she goes out without telling him,5,01/01/2013,2013,21.2
198,Sierra Leone,Age,4,35-49,... if she goes out without telling him,5,01/01/2013,2013,19.1
268,Sierra Leone,Age,4,15-24,... if she neglects the children,4,01/01/2013,2013,21.3
268,Sierra Leone,Age,4,25-34,... if she neglects the children,4,01/01/2013,2013,23.8
268,Sierra Leone,Age,4,35-49,... if she neglects the children,4,01/01/2013,2013,22
338,Sierra Leone,Age,4,15-24,... if she refuses to have sex with him,6,01/01/2013,2013,9.4
338,Sierra Leone,Age,4,25-34,... if she refuses to have sex with him,6,01/01/2013,2013,10.2
338,Sierra Leone,Age,4,35-49,... if she refuses to have sex with him,6,01/01/2013,2013,9.3
408,Sierra Leone,Education,5,Higher,... for at least one specific reason,2,01/01/2013,2013,20
408,Sierra Leone,Education,5,No education,... for at least one specific reason,2,01/01/2013,2013,39
408,Sierra Leone,Education,5,Primary,... for at least one specific reason,2,01/01/2013,2013,34.1
408,Sierra Leone,Education,5,Secondary,... for at least one specific reason,2,01/01/2013,2013,31.6
128,Sierra Leone,Education,5,Higher,... if she argues with him,3,01/01/2013,2013,12.2
128,Sierra Leone,Education,5,No education,... if she argues with him,3,01/01/2013,2013,27.9
128,Sierra Leone,Education,5,Primary,... if she argues with him,3,01/01/2013,2013,24.8
128,Sierra Leone,Education,5,Secondary,... if she argues with him,3,01/01/2013,2013,22.4
58,Sierra Leone,Education,5,Higher,... if she burns the food,1,01/01/2013,2013,4.8
58,Sierra Leone,Education,5,No education,... if she burns the food,1,01/01/2013,2013,5
58,Sierra Leone,Education,5,Primary,... if she burns the food,1,01/01/2013,2013,5.2
58,Sierra Leone,Education,5,Secondary,... if she burns the food,1,01/01/2013,2013,4.6
198,Sierra Leone,Education,5,Higher,... if she goes out without telling him,5,01/01/2013,2013,9.2
198,Sierra Leone,Education,5,No education,... if she goes out without telling him,5,01/01/2013,2013,23.7
198,Sierra Leone,Education,5,Primary,... if she goes out without telling him,5,01/01/2013,2013,20.8
198,Sierra Leone,Education,5,Secondary,... if she goes out without telling him,5,01/01/2013,2013,17.2
268,Sierra Leone,Education,5,Higher,... if she neglects the children,4,01/01/2013,2013,10.9
268,Sierra Leone,Education,5,No education,... if she neglects the children,4,01/01/2013,2013,26.9
268,Sierra Leone,Education,5,Primary,... if she neglects the children,4,01/01/2013,2013,20.2
268,Sierra Leone,Education,5,Secondary,... if she neglects the children,4,01/01/2013,2013,20.1
338,Sierra Leone,Education,5,Higher,... if she refuses to have sex with him,6,01/01/2013,2013,4.7
338,Sierra Leone,Education,5,No education,... if she refuses to have sex with him,6,01/01/2013,2013,11.8
338,Sierra Leone,Education,5,Primary,... if she refuses to have sex with him,6,01/01/2013,2013,10
338,Sierra Leone,Education,5,Secondary,... if she refuses to have sex with him,6,01/01/2013,2013,8
408,Sierra Leone,Employment,3,Employed for cash,... for at least one specific reason,2,01/01/2013,2013,34.7
408,Sierra Leone,Employment,3,Employed for kind,... for at least one specific reason,2,01/01/2013,2013,37.5
408,Sierra Leone,Employment,3,Unemployed,... for at least one specific reason,2,01/01/2013,2013,27.2
128,Sierra Leone,Employment,3,Employed for cash,... if she argues with him,3,01/01/2013,2013,24.6
128,Sierra Leone,Employment,3,Employed for kind,... if she argues with him,3,01/01/2013,2013,27.3
128,Sierra Leone,Employment,3,Unemployed,... if she argues with him,3,01/01/2013,2013,18.4
58,Sierra Leone,Employment,3,Employed for cash,... if she burns the food,1,01/01/2013,2013,5.6
58,Sierra Leone,Employment,3,Employed for kind,... if she burns the food,1,01/01/2013,2013,3.6
58,Sierra Leone,Employment,3,Unemployed,... if she burns the food,1,01/01/2013,2013,5
198,Sierra Leone,Employment,3,Employed for cash,... if she goes out without telling him,5,01/01/2013,2013,21.3
198,Sierra Leone,Employment,3,Employed for kind,... if she goes out without telling him,5,01/01/2013,2013,20.7
198,Sierra Leone,Employment,3,Unemployed,... if she goes out without telling him,5,01/01/2013,2013,14.3
268,Sierra Leone,Employment,3,Employed for cash,... if she neglects the children,4,01/01/2013,2013,25.3
268,Sierra Leone,Employment,3,Employed for kind,... if she neglects the children,4,01/01/2013,2013,21.8
268,Sierra Leone,Employment,3,Unemployed,... if she neglects the children,4,01/01/2013,2013,15.9
338,Sierra Leone,Employment,3,Employed for cash,... if she refuses to have sex with him,6,01/01/2013,2013,10.3
338,Sierra Leone,Employment,3,Employed for kind,... if she refuses to have sex with him,6,01/01/2013,2013,10.1
338,Sierra Leone,Employment,3,Unemployed,... if she refuses to have sex with him,6,01/01/2013,2013,7
408,Sierra Leone,Marital status,1,Married or living together,... for at least one specific reason,2,01/01/2013,2013,34.6
408,Sierra Leone,Marital status,1,Never married,... for at least one specific reason,2,01/01/2013,2013,33.4
408,Sierra Leone,Marital status,1,"Widowed, divorced, separated",... for at least one specific reason,2,01/01/2013,2013,38
128,Sierra Leone,Marital status,1,Married or living together,... if she argues with him,3,01/01/2013,2013,24.6
128,Sierra Leone,Marital status,1,Never married,... if she argues with him,3,01/01/2013,2013,23.7
128,Sierra Leone,Marital status,1,"Widowed, divorced, separated",... if she argues with him,3,01/01/2013,2013,28.2
58,Sierra Leone,Marital status,1,Married or living together,... if she burns the food,1,01/01/2013,2013,4.5
58,Sierra Leone,Marital status,1,Never married,... if she burns the food,1,01/01/2013,2013,5.5
58,Sierra Leone,Marital status,1,"Widowed, divorced, separated",... if she burns the food,1,01/01/2013,2013,2.3
198,Sierra Leone,Marital status,1,Married or living together,... if she goes out without telling him,5,01/01/2013,2013,20.6
198,Sierra Leone,Marital status,1,Never married,... if she goes out without telling him,5,01/01/2013,2013,18.5
198,Sierra Leone,Marital status,1,"Widowed, divorced, separated",... if she goes out without telling him,5,01/01/2013,2013,23.4
268,Sierra Leone,Marital status,1,Married or living together,... if she neglects the children,4,01/01/2013,2013,23.6
268,Sierra Leone,Marital status,1,Never married,... if she neglects the children,4,01/01/2013,2013,20.4
268,Sierra Leone,Marital status,1,"Widowed, divorced, separated",... if she neglects the children,4,01/01/2013,2013,26.2
338,Sierra Leone,Marital status,1,Married or living together,... if she refuses to have sex with him,6,01/01/2013,2013,10
338,Sierra Leone,Marital status,1,Never married,... if she refuses to have sex with him,6,01/01/2013,2013,9.2
338,Sierra Leone,Marital status,1,"Widowed, divorced, separated",... if she refuses to have sex with him,6,01/01/2013,2013,7.9
408,Sierra Leone,Residence,5,Rural,... for at least one specific reason,2,01/01/2013,2013,37.7
408,Sierra Leone,Residence,5,Urban,... for at least one specific reason,2,01/01/2013,2013,28.5
128,Sierra Leone,Residence,5,Rural,... if she argues with him,3,01/01/2013,2013,26.9
128,Sierra Leone,Residence,5,Urban,... if she argues with him,3,01/01/2013,2013,20
58,Sierra Leone,Residence,5,Rural,... if she burns the food,1,01/01/2013,2013,4.5
58,Sierra Leone,Residence,5,Urban,... if she burns the food,1,01/01/2013,2013,5.3
198,Sierra Leone,Residence,5,Rural,... if she goes out without telling him,5,01/01/2013,2013,23
198,Sierra Leone,Residence,5,Urban,... if she goes out without telling him,5,01/01/2013,2013,14.5
268,Sierra Leone,Residence,5,Rural,... if she neglects the children,4,01/01/2013,2013,25.8
268,Sierra Leone,Residence,5,Urban,... if she neglects the children,4,01/01/2013,2013,16.6
338,Sierra Leone,Residence,5,Rural,... if she refuses to have sex with him,6,01/01/2013,2013,11.1
338,Sierra Leone,Residence,5,Urban,... if she refuses to have sex with him,6,01/01/2013,2013,7.1
409,South Africa,Age,4,15-24,... for at least one specific reason,2,01/01/2016,2016,13.5
409,South Africa,Age,4,25-34,... for at least one specific reason,2,01/01/2016,2016,7.5
409,South Africa,Age,4,35-49,... for at least one specific reason,2,01/01/2016,2016,5.7
129,South Africa,Age,4,15-24,... if she argues with him,3,01/01/2016,2016,5.5
129,South Africa,Age,4,25-34,... if she argues with him,3,01/01/2016,2016,3.2
129,South Africa,Age,4,35-49,... if she argues with him,3,01/01/2016,2016,2.1
59,South Africa,Age,4,15-24,... if she burns the food,1,01/01/2016,2016,2.3
59,South Africa,Age,4,25-34,... if she burns the food,1,01/01/2016,2016,1.2
59,South Africa,Age,4,35-49,... if she burns the food,1,01/01/2016,2016,1.4
199,South Africa,Age,4,15-24,... if she goes out without telling him,5,01/01/2016,2016,3.2
199,South Africa,Age,4,25-34,... if she goes out without telling him,5,01/01/2016,2016,3.5
199,South Africa,Age,4,35-49,... if she goes out without telling him,5,01/01/2016,2016,4.6
269,South Africa,Age,4,15-24,... if she neglects the children,4,01/01/2016,2016,9.9
269,South Africa,Age,4,25-34,... if she neglects the children,4,01/01/2016,2016,4.5
269,South Africa,Age,4,35-49,... if she neglects the children,4,01/01/2016,2016,2.8
339,South Africa,Age,4,15-24,... if she refuses to have sex with him,6,01/01/2016,2016,2.1
339,South Africa,Age,4,25-34,... if she refuses to have sex with him,6,01/01/2016,2016,0.9
339,South Africa,Age,4,35-49,... if she refuses to have sex with him,6,01/01/2016,2016,1.7
409,South Africa,Education,5,Higher,... for at least one specific reason,2,01/01/2016,2016,5.8
409,South Africa,Education,5,No education,... for at least one specific reason,2,01/01/2016,2016,10.6
409,South Africa,Education,5,Primary,... for at least one specific reason,2,01/01/2016,2016,11
409,South Africa,Education,5,Secondary,... for at least one specific reason,2,01/01/2016,2016,9.4
129,South Africa,Education,5,Higher,... if she argues with him,3,01/01/2016,2016,0.7
129,South Africa,Education,5,No education,... if she argues with him,3,01/01/2016,2016,6.3
129,South Africa,Education,5,Primary,... if she argues with him,3,01/01/2016,2016,6.3
129,South Africa,Education,5,Secondary,... if she argues with him,3,01/01/2016,2016,3.7
